Province/State,Country/Region,Latitude,Longitude,Date,Confirmed,Deaths,Recovered,Active,WHO Region,Case_Fatality_Rate,Recovery_Rate
Guizhou,China,26.8154,106.8748,2020-02-03,46,0,2,44,Western Pacific,0.0,0.043478260869565216
Hainan,China,19.1959,109.7453,2020-02-03,72,1,4,67,Western Pacific,0.013888888888888888,0.05555555555555555
Hebei,China,39.549,116.1306,2020-02-03,113,1,0,112,Western Pacific,0.008849557522123894,0.0
Heilongjiang,China,47.862,127.7615,2020-02-03,121,2,2,117,Western Pacific,0.01652892561983471,0.01652892561983471
Henan,China,37.8957,114.9042,2020-02-03,566,2,0,564,Western Pacific,0.0035335689045936395,0.0
Hong Kong,China,22.3,114.2,2020-02-03,15,0,0,15,Western Pacific,0.0,0.0
Hubei,China,30.9756,112.2707,2020-02-03,13522,414,386,12722,Western Pacific,0.030616772666765272,0.02854607306611448
Hunan,China,27.6104,111.7088,2020-02-03,521,0,22,499,Western Pacific,0.0,0.04222648752399232
Inner Mongolia,China,44.0935,113.9448,2020-02-03,34,0,1,33,Western Pacific,0.0,0.029411764705882353
Jiangsu,China,32.9711,119.455,2020-02-03,271,0,8,263,Western Pacific,0.0,0.02952029520295203
Jiangxi,China,27.614,115.7221,2020-02-03,391,0,18,373,Western Pacific,0.0,0.04603580562659847
Jilin,China,43.6661,126.1923,2020-02-03,31,0,1,30,Western Pacific,0.0,0.03225806451612903
Liaoning,China,41.2956,122.6085,2020-02-03,74,0,1,73,Western Pacific,0.0,0.013513513513513514
Macau,China,22.1667,113.55,2020-02-03,8,0,0,8,Western Pacific,0.0,0.0
Ningxia,China,37.2692,106.1655,2020-02-03,31,0,1,30,Western Pacific,0.0,0.03225806451612903
Qinghai,China,35.7452,95.9956,2020-02-03,13,0,0,13,Western Pacific,0.0,0.0
Shaanxi,China,35.1917,108.8701,2020-02-03,128,0,0,128,Western Pacific,0.0,0.0
Shandong,China,36.3427,118.1498,2020-02-03,259,0,7,252,Western Pacific,0.0,0.02702702702702703
Shanghai,China,31.202,121.4491,2020-02-03,203,1,10,192,Western Pacific,0.0049261083743842365,0.04926108374384237
Shanxi,China,37.5777,112.2922,2020-02-03,74,0,2,72,Western Pacific,0.0,0.02702702702702703
Sichuan,China,30.6171,102.7103,2020-02-03,254,1,14,239,Western Pacific,0.003937007874015748,0.05511811023622047
Tianjin,China,39.3054,117.323,2020-02-03,60,0,1,59,Western Pacific,0.0,0.016666666666666666
Tibet,China,31.6927,88.0924,2020-02-03,1,0,0,1,Western Pacific,0.0,0.0
Xinjiang,China,41.1129,85.2401,2020-02-03,24,0,0,24,Western Pacific,0.0,0.0
Yunnan,China,24.974,101.487,2020-02-03,117,0,5,112,Western Pacific,0.0,0.042735042735042736
Zhejiang,China,29.1832,120.0934,2020-02-03,724,0,43,681,Western Pacific,0.0,0.05939226519337017
Unknown,Finland,61.92411,25.748151,2020-02-03,1,0,0,1,Europe,0.0,0.0
Unknown,France,46.2276,2.2137,2020-02-03,6,0,0,6,Europe,0.0,0.0
Unknown,Germany,51.165691,10.451526,2020-02-03,12,0,0,12,Europe,0.0,0.0
Unknown,India,20.593684,78.96288,2020-02-03,3,0,0,3,South-East Asia,0.0,0.0
Unknown,Italy,41.87194,12.56738,2020-02-03,2,0,0,2,Europe,0.0,0.0
Unknown,Japan,36.204824,138.252924,2020-02-03,20,0,1,19,Western Pacific,0.0,0.05
Unknown,South Korea,35.907757,127.766922,2020-02-03,15,0,0,15,Western Pacific,0.0,0.0
Unknown,Malaysia,4.210484,101.975766,2020-02-03,8,0,0,8,Western Pacific,0.0,0.0
Unknown,Nepal,28.1667,84.25,2020-02-03,1,0,0,1,South-East Asia,0.0,0.0
Unknown,Philippines,12.879721,121.774017,2020-02-03,2,1,0,1,Western Pacific,0.5,0.0
Unknown,Russia,61.52401,105.318756,2020-02-03,2,0,0,2,Europe,0.0,0.0
Unknown,Singapore,1.2833,103.8333,2020-02-03,18,0,0,18,Western Pacific,0.0,0.0
Unknown,Spain,40.463667,-3.74922,2020-02-03,1,0,0,1,Europe,0.0,0.0
Unknown,Sri Lanka,7.873054,80.771797,2020-02-03,1,0,0,1,South-East Asia,0.0,0.0
Unknown,Sweden,60.128161,18.643501,2020-02-03,1,0,0,1,Europe,0.0,0.0
Unknown,Taiwan*,23.7,121.0,2020-02-03,10,0,0,10,Western Pacific,0.0,0.0
Unknown,Thailand,15.870032,100.992541,2020-02-03,19,0,5,14,South-East Asia,0.0,0.2631578947368421
Unknown,United Arab Emirates,23.424076,53.847818,2020-02-03,5,0,0,5,Eastern Mediterranean,0.0,0.0
Unknown,United Kingdom,55.3781,-3.436,2020-02-03,8,0,0,8,Europe,0.0,0.0
Unknown,US,40.0,-100.0,2020-02-03,11,0,0,11,Americas,0.0,0.0
Unknown,Vietnam,14.058324,108.277199,2020-02-03,8,0,1,7,Western Pacific,0.0,0.125
New South Wales,Australia,-33.8688,151.2093,2020-02-04,4,0,2,2,Western Pacific,0.0,0.5
Queensland,Australia,-27.4698,153.0251,2020-02-04,3,0,0,3,Western Pacific,0.0,0.0
South Australia,Australia,-34.9285,138.6007,2020-02-04,2,0,0,2,Western Pacific,0.0,0.0
Victoria,Australia,-37.8136,144.9631,2020-02-04,4,0,0,4,Western Pacific,0.0,0.0
Unknown,Belgium,50.8333,4.469936,2020-02-04,1,0,0,1,Europe,0.0,0.0
Unknown,Cambodia,11.55,104.9167,2020-02-04,1,0,0,1,Western Pacific,0.0,0.0
British Columbia,Canada,53.7267,-127.6476,2020-02-04,1,0,0,1,Americas,0.0,0.0
Ontario,Canada,51.2538,-85.3232,2020-02-04,3,0,0,3,Americas,0.0,0.0
Anhui,China,31.8257,117.2264,2020-02-04,480,0,20,460,Western Pacific,0.0,0.041666666666666664
Beijing,China,40.1824,116.4142,2020-02-04,228,1,23,204,Western Pacific,0.0043859649122807015,0.10087719298245613
Chongqing,China,30.0572,107.874,2020-02-04,366,2,9,355,Western Pacific,0.00546448087431694,0.02459016393442623
Fujian,China,26.0789,117.9874,2020-02-04,194,0,3,191,Western Pacific,0.0,0.015463917525773196
Gansu,China,35.7518,104.2861,2020-02-04,57,0,4,53,Western Pacific,0.0,0.07017543859649122
Guangdong,China,23.3417,113.4244,2020-02-04,813,0,30,783,Western Pacific,0.0,0.03690036900369004
Guangxi,China,23.8298,108.7881,2020-02-04,139,0,10,129,Western Pacific,0.0,0.07194244604316546
Guizhou,China,26.8154,106.8748,2020-02-04,58,0,2,56,Western Pacific,0.0,0.034482758620689655
Hainan,China,19.1959,109.7453,2020-02-04,80,1,5,74,Western Pacific,0.0125,0.0625
Hebei,China,39.549,116.1306,2020-02-04,126,1,0,125,Western Pacific,0.007936507936507936,0.0
Heilongjiang,China,47.862,127.7615,2020-02-04,155,2,4,149,Western Pacific,0.012903225806451613,0.025806451612903226
Henan,China,37.8957,114.9042,2020-02-04,675,2,0,673,Western Pacific,0.002962962962962963,0.0
Hong Kong,China,22.3,114.2,2020-02-04,17,1,0,16,Western Pacific,0.058823529411764705,0.0
Hubei,China,30.9756,112.2707,2020-02-04,16678,479,522,15677,Western Pacific,0.028720470080345364,0.03129871687252668
Hunan,China,27.6104,111.7088,2020-02-04,593,0,31,562,Western Pacific,0.0,0.05227655986509275
Inner Mongolia,China,44.0935,113.9448,2020-02-04,35,0,1,34,Western Pacific,0.0,0.02857142857142857
Jiangsu,China,32.9711,119.455,2020-02-04,308,0,12,296,Western Pacific,0.0,0.03896103896103896
Jiangxi,China,27.614,115.7221,2020-02-04,476,0,20,456,Western Pacific,0.0,0.04201680672268908
Jilin,China,43.6661,126.1923,2020-02-04,42,0,1,41,Western Pacific,0.0,0.023809523809523808
Liaoning,China,41.2956,122.6085,2020-02-04,81,0,2,79,Western Pacific,0.0,0.024691358024691357
Macau,China,22.1667,113.55,2020-02-04,10,0,0,10,Western Pacific,0.0,0.0
Ningxia,China,37.2692,106.1655,2020-02-04,34,0,1,33,Western Pacific,0.0,0.029411764705882353
Qinghai,China,35.7452,95.9956,2020-02-04,15,0,0,15,Western Pacific,0.0,0.0
Shaanxi,China,35.1917,108.8701,2020-02-04,142,0,2,140,Western Pacific,0.0,0.014084507042253521
Shandong,China,36.3427,118.1498,2020-02-04,275,0,11,264,Western Pacific,0.0,0.04
Shanghai,China,31.202,121.4491,2020-02-04,219,1,12,206,Western Pacific,0.0045662100456621,0.0547945205479452
Shanxi,China,37.5777,112.2922,2020-02-04,81,0,4,77,Western Pacific,0.0,0.04938271604938271
Sichuan,China,30.6171,102.7103,2020-02-04,282,1,14,267,Western Pacific,0.0035460992907801418,0.04964539007092199
Tianjin,China,39.3054,117.323,2020-02-04,67,0,2,65,Western Pacific,0.0,0.029850746268656716
Tibet,China,31.6927,88.0924,2020-02-04,1,0,0,1,Western Pacific,0.0,0.0
Xinjiang,China,41.1129,85.2401,2020-02-04,29,0,0,29,Western Pacific,0.0,0.0
Yunnan,China,24.974,101.487,2020-02-04,122,0,5,117,Western Pacific,0.0,0.040983606557377046
Zhejiang,China,29.1832,120.0934,2020-02-04,829,0,62,767,Western Pacific,0.0,0.07478890229191798
Unknown,Finland,61.92411,25.748151,2020-02-04,1,0,0,1,Europe,0.0,0.0
Unknown,France,46.2276,2.2137,2020-02-04,6,0,0,6,Europe,0.0,0.0
Unknown,Germany,51.165691,10.451526,2020-02-04,12,0,0,12,Europe,0.0,0.0
Unknown,India,20.593684,78.96288,2020-02-04,3,0,0,3,South-East Asia,0.0,0.0
Unknown,Italy,41.87194,12.56738,2020-02-04,2,0,0,2,Europe,0.0,0.0
Unknown,Japan,36.204824,138.252924,2020-02-04,22,0,1,21,Western Pacific,0.0,0.045454545454545456
Unknown,South Korea,35.907757,127.766922,2020-02-04,16,0,0,16,Western Pacific,0.0,0.0
Unknown,Malaysia,4.210484,101.975766,2020-02-04,10,0,0,10,Western Pacific,0.0,0.0
Unknown,Nepal,28.1667,84.25,2020-02-04,1,0,0,1,South-East Asia,0.0,0.0
Unknown,Philippines,12.879721,121.774017,2020-02-04,2,1,0,1,Western Pacific,0.5,0.0
Unknown,Russia,61.52401,105.318756,2020-02-04,2,0,0,2,Europe,0.0,0.0
Unknown,Singapore,1.2833,103.8333,2020-02-04,24,0,0,24,Western Pacific,0.0,0.0
Unknown,Spain,40.463667,-3.74922,2020-02-04,1,0,0,1,Europe,0.0,0.0
Unknown,Sri Lanka,7.873054,80.771797,2020-02-04,1,0,0,1,South-East Asia,0.0,0.0
Unknown,Sweden,60.128161,18.643501,2020-02-04,1,0,0,1,Europe,0.0,0.0
Unknown,Taiwan*,23.7,121.0,2020-02-04,11,0,0,11,Western Pacific,0.0,0.0
Unknown,Thailand,15.870032,100.992541,2020-02-04,25,0,5,20,South-East Asia,0.0,0.2
Unknown,United Arab Emirates,23.424076,53.847818,2020-02-04,5,0,0,5,Eastern Mediterranean,0.0,0.0
Unknown,United Kingdom,55.3781,-3.436,2020-02-04,8,0,0,8,Europe,0.0,0.0
Unknown,US,40.0,-100.0,2020-02-04,11,0,0,11,Americas,0.0,0.0
Unknown,Vietnam,14.058324,108.277199,2020-02-04,8,0,1,7,Western Pacific,0.0,0.125
New South Wales,Australia,-33.8688,151.2093,2020-02-05,4,0,2,2,Western Pacific,0.0,0.5
Queensland,Australia,-27.4698,153.0251,2020-02-05,3,0,0,3,Western Pacific,0.0,0.0
South Australia,Australia,-34.9285,138.6007,2020-02-05,2,0,0,2,Western Pacific,0.0,0.0
Victoria,Australia,-37.8136,144.9631,2020-02-05,4,0,0,4,Western Pacific,0.0,0.0
Unknown,Belgium,50.8333,4.469936,2020-02-05,1,0,0,1,Europe,0.0,0.0
Unknown,Cambodia,11.55,104.9167,2020-02-05,1,0,0,1,Western Pacific,0.0,0.0
British Columbia,Canada,53.7267,-127.6476,2020-02-05,2,0,0,2,Americas,0.0,0.0
Ontario,Canada,51.2538,-85.3232,2020-02-05,3,0,0,3,Americas,0.0,0.0
Anhui,China,31.8257,117.2264,2020-02-05,530,0,23,507,Western Pacific,0.0,0.04339622641509434
Beijing,China,40.1824,116.4142,2020-02-05,253,1,24,228,Western Pacific,0.003952569169960474,0.09486166007905138
Chongqing,China,30.0572,107.874,2020-02-05,389,2,15,372,Western Pacific,0.005141388174807198,0.038560411311053984
Fujian,China,26.0789,117.9874,2020-02-05,205,0,11,194,Western Pacific,0.0,0.05365853658536585
Gansu,China,35.7518,104.2861,2020-02-05,62,0,6,56,Western Pacific,0.0,0.0967741935483871
Guangdong,China,23.3417,113.4244,2020-02-05,895,0,49,846,Western Pacific,0.0,0.054748603351955305
Guangxi,China,23.8298,108.7881,2020-02-05,150,0,13,137,Western Pacific,0.0,0.08666666666666667
Guizhou,China,26.8154,106.8748,2020-02-05,64,1,9,54,Western Pacific,0.015625,0.140625
Hainan,China,19.1959,109.7453,2020-02-05,99,1,5,93,Western Pacific,0.010101010101010102,0.050505050505050504
Hebei,China,39.549,116.1306,2020-02-05,135,1,0,134,Western Pacific,0.007407407407407408,0.0
Heilongjiang,China,47.862,127.7615,2020-02-05,190,2,7,181,Western Pacific,0.010526315789473684,0.03684210526315789
Henan,China,37.8957,114.9042,2020-02-05,764,2,0,762,Western Pacific,0.002617801047120419,0.0
Hong Kong,China,22.3,114.2,2020-02-05,21,1,0,20,Western Pacific,0.047619047619047616,0.0
Hubei,China,30.9756,112.2707,2020-02-05,19665,549,633,18483,Western Pacific,0.027917620137299773,0.032189168573607936
Hunan,China,27.6104,111.7088,2020-02-05,661,0,54,607,Western Pacific,0.0,0.08169440242057488
Inner Mongolia,China,44.0935,113.9448,2020-02-05,42,0,3,39,Western Pacific,0.0,0.07142857142857142
Jiangsu,China,32.9711,119.455,2020-02-05,341,0,23,318,Western Pacific,0.0,0.06744868035190615
Jiangxi,China,27.614,115.7221,2020-02-05,548,0,27,521,Western Pacific,0.0,0.04927007299270073
Jilin,China,43.6661,126.1923,2020-02-05,54,0,2,52,Western Pacific,0.0,0.037037037037037035
Liaoning,China,41.2956,122.6085,2020-02-05,89,0,4,85,Western Pacific,0.0,0.0449438202247191
Macau,China,22.1667,113.55,2020-02-05,10,0,0,10,Western Pacific,0.0,0.0
Ningxia,China,37.2692,106.1655,2020-02-05,34,0,1,33,Western Pacific,0.0,0.029411764705882353
Qinghai,China,35.7452,95.9956,2020-02-05,17,0,3,14,Western Pacific,0.0,0.17647058823529413
Shaanxi,China,35.1917,108.8701,2020-02-05,165,0,6,159,Western Pacific,0.0,0.03636363636363636
Shandong,China,36.3427,118.1498,2020-02-05,307,0,15,292,Western Pacific,0.0,0.048859934853420196
Shanghai,China,31.202,121.4491,2020-02-05,243,1,15,227,Western Pacific,0.00411522633744856,0.06172839506172839
Shanxi,China,37.5777,112.2922,2020-02-05,81,0,5,76,Western Pacific,0.0,0.06172839506172839
Sichuan,China,30.6171,102.7103,2020-02-05,301,1,24,276,Western Pacific,0.0033222591362126247,0.07973421926910298
Tianjin,China,39.3054,117.323,2020-02-05,69,1,2,66,Western Pacific,0.014492753623188406,0.028985507246376812
Tibet,China,31.6927,88.0924,2020-02-05,1,0,0,1,Western Pacific,0.0,0.0
Xinjiang,China,41.1129,85.2401,2020-02-05,32,0,0,32,Western Pacific,0.0,0.0
Yunnan,China,24.974,101.487,2020-02-05,128,0,5,123,Western Pacific,0.0,0.0390625
Zhejiang,China,29.1832,120.0934,2020-02-05,895,0,78,817,Western Pacific,0.0,0.08715083798882682
Unknown,Finland,61.92411,25.748151,2020-02-05,1,0,0,1,Europe,0.0,0.0
Unknown,France,46.2276,2.2137,2020-02-05,6,0,0,6,Europe,0.0,0.0
Unknown,Germany,51.165691,10.451526,2020-02-05,12,0,0,12,Europe,0.0,0.0
Unknown,India,20.593684,78.96288,2020-02-05,3,0,0,3,South-East Asia,0.0,0.0
Unknown,Italy,41.87194,12.56738,2020-02-05,2,0,0,2,Europe,0.0,0.0
Unknown,Japan,36.204824,138.252924,2020-02-05,23,0,1,22,Western Pacific,0.0,0.043478260869565216
Unknown,South Korea,35.907757,127.766922,2020-02-05,19,0,0,19,Western Pacific,0.0,0.0
Unknown,Malaysia,4.210484,101.975766,2020-02-05,12,0,0,12,Western Pacific,0.0,0.0
Unknown,Nepal,28.1667,84.25,2020-02-05,1,0,0,1,South-East Asia,0.0,0.0
Unknown,Philippines,12.879721,121.774017,2020-02-05,2,1,0,1,Western Pacific,0.5,0.0
Unknown,Russia,61.52401,105.318756,2020-02-05,2,0,0,2,Europe,0.0,0.0
Unknown,Singapore,1.2833,103.8333,2020-02-05,28,0,0,28,Western Pacific,0.0,0.0
Unknown,Spain,40.463667,-3.74922,2020-02-05,1,0,0,1,Europe,0.0,0.0
Unknown,Sri Lanka,7.873054,80.771797,2020-02-05,1,0,0,1,South-East Asia,0.0,0.0
Unknown,Sweden,60.128161,18.643501,2020-02-05,1,0,0,1,Europe,0.0,0.0
Unknown,Taiwan*,23.7,121.0,2020-02-05,11,0,0,11,Western Pacific,0.0,0.0
Unknown,Thailand,15.870032,100.992541,2020-02-05,25,0,5,20,South-East Asia,0.0,0.2
Unknown,United Arab Emirates,23.424076,53.847818,2020-02-05,5,0,0,5,Eastern Mediterranean,0.0,0.0
Unknown,United Kingdom,55.3781,-3.436,2020-02-05,9,0,0,9,Europe,0.0,0.0
Unknown,US,40.0,-100.0,2020-02-05,11,0,0,11,Americas,0.0,0.0
Unknown,Vietnam,14.058324,108.277199,2020-02-05,8,0,1,7,Western Pacific,0.0,0.125
New South Wales,Australia,-33.8688,151.2093,2020-02-06,4,0,2,2,Western Pacific,0.0,0.5
Queensland,Australia,-27.4698,153.0251,2020-02-06,4,0,0,4,Western Pacific,0.0,0.0
South Australia,Australia,-34.9285,138.6007,2020-02-06,2,0,0,2,Western Pacific,0.0,0.0
Victoria,Australia,-37.8136,144.9631,2020-02-06,4,0,0,4,Western Pacific,0.0,0.0
Unknown,Belgium,50.8333,4.469936,2020-02-06,1,0,0,1,Europe,0.0,0.0
Unknown,Cambodia,11.55,104.9167,2020-02-06,1,0,0,1,Western Pacific,0.0,0.0
British Columbia,Canada,53.7267,-127.6476,2020-02-06,2,0,0,2,Americas,0.0,0.0
Ontario,Canada,51.2538,-85.3232,2020-02-06,3,0,0,3,Americas,0.0,0.0
Anhui,China,31.8257,117.2264,2020-02-06,591,0,34,557,Western Pacific,0.0,0.05752961082910321
Beijing,China,40.1824,116.4142,2020-02-06,274,1,31,242,Western Pacific,0.0036496350364963502,0.11313868613138686
Chongqing,China,30.0572,107.874,2020-02-06,411,2,24,385,Western Pacific,0.004866180048661801,0.058394160583941604
Fujian,China,26.0789,117.9874,2020-02-06,215,0,14,201,Western Pacific,0.0,0.06511627906976744
Gansu,China,35.7518,104.2861,2020-02-06,62,0,6,56,Western Pacific,0.0,0.0967741935483871
Guangdong,China,23.3417,113.4244,2020-02-06,970,0,69,901,Western Pacific,0.0,0.0711340206185567
Guangxi,China,23.8298,108.7881,2020-02-06,168,0,14,154,Western Pacific,0.0,0.08333333333333333
Guizhou,China,26.8154,106.8748,2020-02-06,71,1,6,64,Western Pacific,0.014084507042253521,0.08450704225352113
Hainan,China,19.1959,109.7453,2020-02-06,106,1,8,97,Western Pacific,0.009433962264150943,0.07547169811320754
Hebei,China,39.549,116.1306,2020-02-06,157,1,0,156,Western Pacific,0.006369426751592357,0.0
Heilongjiang,China,47.862,127.7615,2020-02-06,227,3,8,216,Western Pacific,0.013215859030837005,0.03524229074889868
Henan,China,37.8957,114.9042,2020-02-06,851,2,0,849,Western Pacific,0.0023501762632197414,0.0
Hong Kong,China,22.3,114.2,2020-02-06,24,1,0,23,Western Pacific,0.041666666666666664,0.0
Hubei,China,30.9756,112.2707,2020-02-06,22112,618,817,20677,Western Pacific,0.02794862518089725,0.03694826338639653
Hunan,China,27.6104,111.7088,2020-02-06,711,0,81,630,Western Pacific,0.0,0.11392405063291139
Inner Mongolia,China,44.0935,113.9448,2020-02-06,46,0,4,42,Western Pacific,0.0,0.08695652173913043
Jiangsu,China,32.9711,119.455,2020-02-06,373,0,34,339,Western Pacific,0.0,0.09115281501340483
Jiangxi,China,27.614,115.7221,2020-02-06,600,0,37,563,Western Pacific,0.0,0.06166666666666667
Jilin,China,43.6661,126.1923,2020-02-06,59,0,4,55,Western Pacific,0.0,0.06779661016949153
Liaoning,China,41.2956,122.6085,2020-02-06,94,0,5,89,Western Pacific,0.0,0.05319148936170213
Macau,China,22.1667,113.55,2020-02-06,10,0,1,9,Western Pacific,0.0,0.1
Ningxia,China,37.2692,106.1655,2020-02-06,40,0,1,39,Western Pacific,0.0,0.025
Qinghai,China,35.7452,95.9956,2020-02-06,18,0,3,15,Western Pacific,0.0,0.16666666666666666
Shaanxi,China,35.1917,108.8701,2020-02-06,173,0,9,164,Western Pacific,0.0,0.05202312138728324
Shandong,China,36.3427,118.1498,2020-02-06,347,0,27,320,Western Pacific,0.0,0.07780979827089338
Shanghai,China,31.202,121.4491,2020-02-06,257,1,25,231,Western Pacific,0.0038910505836575876,0.09727626459143969
Shanxi,China,37.5777,112.2922,2020-02-06,96,0,12,84,Western Pacific,0.0,0.125
Sichuan,China,30.6171,102.7103,2020-02-06,321,1,31,289,Western Pacific,0.003115264797507788,0.09657320872274143
Tianjin,China,39.3054,117.323,2020-02-06,79,1,2,76,Western Pacific,0.012658227848101266,0.02531645569620253
Tibet,China,31.6927,88.0924,2020-02-06,1,0,0,1,Western Pacific,0.0,0.0
Xinjiang,China,41.1129,85.2401,2020-02-06,36,0,0,36,Western Pacific,0.0,0.0
Yunnan,China,24.974,101.487,2020-02-06,133,0,7,126,Western Pacific,0.0,0.05263157894736842
Zhejiang,China,29.1832,120.0934,2020-02-06,954,0,94,860,Western Pacific,0.0,0.09853249475890985
Unknown,Finland,61.92411,25.748151,2020-02-06,1,0,0,1,Europe,0.0,0.0
Unknown,France,46.2276,2.2137,2020-02-06,6,0,0,6,Europe,0.0,0.0
Unknown,Germany,51.165691,10.451526,2020-02-06,12,0,0,12,Europe,0.0,0.0
Unknown,India,20.593684,78.96288,2020-02-06,3,0,0,3,South-East Asia,0.0,0.0
Unknown,Italy,41.87194,12.56738,2020-02-06,2,0,0,2,Europe,0.0,0.0
Unknown,Japan,36.204824,138.252924,2020-02-06,23,0,1,22,Western Pacific,0.0,0.043478260869565216
Unknown,South Korea,35.907757,127.766922,2020-02-06,23,0,0,23,Western Pacific,0.0,0.0
Unknown,Malaysia,4.210484,101.975766,2020-02-06,12,0,0,12,Western Pacific,0.0,0.0
Unknown,Nepal,28.1667,84.25,2020-02-06,1,0,0,1,South-East Asia,0.0,0.0
Unknown,Philippines,12.879721,121.774017,2020-02-06,2,1,0,1,Western Pacific,0.5,0.0
Unknown,Russia,61.52401,105.318756,2020-02-06,2,0,0,2,Europe,0.0,0.0
Unknown,Singapore,1.2833,103.8333,2020-02-06,28,0,0,28,Western Pacific,0.0,0.0
Unknown,Spain,40.463667,-3.74922,2020-02-06,1,0,0,1,Europe,0.0,0.0
Unknown,Sri Lanka,7.873054,80.771797,2020-02-06,1,0,0,1,South-East Asia,0.0,0.0
Unknown,Sweden,60.128161,18.643501,2020-02-06,1,0,0,1,Europe,0.0,0.0
Unknown,Taiwan*,23.7,121.0,2020-02-06,16,0,1,15,Western Pacific,0.0,0.0625
Unknown,Thailand,15.870032,100.992541,2020-02-06,25,0,5,20,South-East Asia,0.0,0.2
Unknown,United Arab Emirates,23.424076,53.847818,2020-02-06,5,0,0,5,Eastern Mediterranean,0.0,0.0
Unknown,United Kingdom,55.3781,-3.436,2020-02-06,9,0,0,9,Europe,0.0,0.0
Unknown,US,40.0,-100.0,2020-02-06,11,0,0,11,Americas,0.0,0.0
Unknown,Vietnam,14.058324,108.277199,2020-02-06,10,0,1,9,Western Pacific,0.0,0.1
New South Wales,Australia,-33.8688,151.2093,2020-02-07,4,0,2,2,Western Pacific,0.0,0.5
Queensland,Australia,-27.4698,153.0251,2020-02-07,5,0,0,5,Western Pacific,0.0,0.0
South Australia,Australia,-34.9285,138.6007,2020-02-07,2,0,0,2,Western Pacific,0.0,0.0
Victoria,Australia,-37.8136,144.9631,2020-02-07,4,0,0,4,Western Pacific,0.0,0.0
Unknown,Belgium,50.8333,4.469936,2020-02-07,1,0,0,1,Europe,0.0,0.0
Unknown,Cambodia,11.55,104.9167,2020-02-07,1,0,0,1,Western Pacific,0.0,0.0
British Columbia,Canada,53.7267,-127.6476,2020-02-07,4,0,0,4,Americas,0.0,0.0
Ontario,Canada,51.2538,-85.3232,2020-02-07,3,0,0,3,Americas,0.0,0.0
Anhui,China,31.8257,117.2264,2020-02-07,665,0,47,618,Western Pacific,0.0,0.07067669172932331
Beijing,China,40.1824,116.4142,2020-02-07,297,1,33,263,Western Pacific,0.003367003367003367,0.1111111111111111
Chongqing,China,30.0572,107.874,2020-02-07,426,2,31,393,Western Pacific,0.004694835680751174,0.07276995305164319
Fujian,China,26.0789,117.9874,2020-02-07,224,0,20,204,Western Pacific,0.0,0.08928571428571429
Gansu,China,35.7518,104.2861,2020-02-07,67,0,9,58,Western Pacific,0.0,0.13432835820895522
Guangdong,China,23.3417,113.4244,2020-02-07,1034,1,88,945,Western Pacific,0.0009671179883945841,0.0851063829787234
Guangxi,China,23.8298,108.7881,2020-02-07,172,0,17,155,Western Pacific,0.0,0.09883720930232558
Guizhou,China,26.8154,106.8748,2020-02-07,81,1,6,74,Western Pacific,0.012345679012345678,0.07407407407407407
Hainan,China,19.1959,109.7453,2020-02-07,117,2,10,105,Western Pacific,0.017094017094017096,0.08547008547008547
Hebei,China,39.549,116.1306,2020-02-07,172,1,0,171,Western Pacific,0.005813953488372093,0.0
Heilongjiang,China,47.862,127.7615,2020-02-07,277,3,12,262,Western Pacific,0.010830324909747292,0.04332129963898917
Henan,China,37.8957,114.9042,2020-02-07,914,3,0,911,Western Pacific,0.0032822757111597373,0.0
Hong Kong,China,22.3,114.2,2020-02-07,25,1,0,24,Western Pacific,0.04,0.0
Hubei,China,30.9756,112.2707,2020-02-07,24953,699,1115,23139,Western Pacific,0.028012663807958964,0.044684005931150565
Hunan,China,27.6104,111.7088,2020-02-07,772,0,112,660,Western Pacific,0.0,0.14507772020725387
Inner Mongolia,China,44.0935,113.9448,2020-02-07,50,0,5,45,Western Pacific,0.0,0.1
Jiangsu,China,32.9711,119.455,2020-02-07,408,0,43,365,Western Pacific,0.0,0.1053921568627451
Jiangxi,China,27.614,115.7221,2020-02-07,661,0,45,616,Western Pacific,0.0,0.0680786686838124
Jilin,China,43.6661,126.1923,2020-02-07,65,1,4,60,Western Pacific,0.015384615384615385,0.06153846153846154
Liaoning,China,41.2956,122.6085,2020-02-07,99,0,7,92,Western Pacific,0.0,0.0707070707070707
Macau,China,22.1667,113.55,2020-02-07,10,0,1,9,Western Pacific,0.0,0.1
Ningxia,China,37.2692,106.1655,2020-02-07,43,0,5,38,Western Pacific,0.0,0.11627906976744186
Qinghai,China,35.7452,95.9956,2020-02-07,18,0,3,15,Western Pacific,0.0,0.16666666666666666
Shaanxi,China,35.1917,108.8701,2020-02-07,184,0,17,167,Western Pacific,0.0,0.09239130434782608
Shandong,China,36.3427,118.1498,2020-02-07,386,0,37,349,Western Pacific,0.0,0.09585492227979274
Shanghai,China,31.202,121.4491,2020-02-07,277,1,30,246,Western Pacific,0.0036101083032490976,0.10830324909747292
Shanxi,China,37.5777,112.2922,2020-02-07,104,0,15,89,Western Pacific,0.0,0.14423076923076922
Sichuan,China,30.6171,102.7103,2020-02-07,344,1,42,301,Western Pacific,0.0029069767441860465,0.12209302325581395
Tianjin,China,39.3054,117.323,2020-02-07,81,1,2,78,Western Pacific,0.012345679012345678,0.024691358024691357
Tibet,China,31.6927,88.0924,2020-02-07,1,0,0,1,Western Pacific,0.0,0.0
